comparison_id,openeval_result_id,peer_result_id,openeval_evaluation_type,peer_evaluation_type,openeval_result_type,peer_result_type,comparison_type,comparison,n_openeval,n_peer,n_itx,manuscript_id,version
CMP12,R8,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Partial disagreement on claims C23-C25 regarding incidence rate trends. OpenEval rates SUPPORTED for temporal trend analysis. Peer reviewers rate UNCERTAIN for broader temporal claims (C21-C26, C29), noting data are 'technically solid when presented' but 'statistical analyses are yet to be carried out' in many cases.",3.0,7.0,3,elife-94088,v1
CMP13,R7,R2,SUPPORTED,SUPPORTED,MINOR,MAJOR,agree,"Partial disagreement on claims C21-C22 regarding mortality ranking stability. OpenEval rates SUPPORTED as minor observations providing context. Peer reviewers rate UNCERTAIN for temporal analyses (including C21-C22), suggesting some lack formal statistical testing despite compelling data.",2.0,7.0,2,elife-94088,v1
CMP14,R12,R3,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"Disagreement on claims C38-C42 regarding regional mortality variations. OpenEval rates SUPPORTED based on regional mortality rate data analysis. Peer reviewers rate UNCERTAIN for regional comparisons (C30-C42), stating statistical analyses incomplete despite some being 'technically solid.'",5.0,13.0,5,elife-94088,v1
CMP15,R13,R4,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"Disagreement on claims C43-C45 regarding proportional mortality analysis. OpenEval rates SUPPORTED based on Figure 2 and Supplementary file 1. Peer reviewers rate UNCERTAIN for proportional analyses (C43-C55), emphasizing need for p-values for all comparisons.",3.0,13.0,3,elife-94088,v1
CMP16,R14,R4,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"Disagreement on claims C46-C48 regarding proportional prevalence analysis. OpenEval rates SUPPORTED, noting contrast between prevalence and mortality proportions. Peer reviewers rate UNCERTAIN for proportional analyses, citing incomplete statistical testing.",3.0,13.0,3,elife-94088,v1
CMP17,R22,R9,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Agreement on claims C78-C79 regarding prevalence-mortality comparisons. Both evaluations find these SUPPORTED. OpenEval notes high case fatality of stroke; peer reviewers describe data as 'compelling' and 'technically solid' for prevalence-mortality comparisons.,2.0,7.0,2,elife-94088,v1
CMP18,R23,R9,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Agreement on claims C80-C81 regarding regional stroke burden variations. Both evaluations find these SUPPORTED. OpenEval notes regional variations with uncertainty intervals; peer reviewers find regional rankings part of compelling, technically solid dataset.",2.0,7.0,2,elife-94088,v1
CMP19,R24,R9,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Agreement on claims C82-C84 regarding regional ranking analysis. Both evaluations find these SUPPORTED. OpenEval highlights regional differences in relative stroke burden; peer reviewers include regional rankings in compelling dataset analysis.,3.0,7.0,3,elife-94088,v1
CMP20,R1,R11,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Agreement on claims C1-C3, background citations to GBD 2019. Both evaluations find these SUPPORTED. OpenEval notes authoritative epidemiological source providing context; peer reviewers do not question background citations.",3.0,14.0,3,elife-94088,v1
CMP21,R2,R11,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Agreement on claims C4-C5, citations to Gallacher et al. 2019. Both evaluations find these SUPPORTED. OpenEval notes appropriate attribution for comorbidity importance; peer reviewers accept background citations without challenge.",2.0,14.0,2,elife-94088,v1
CMP22,R3,R11,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Agreement on claim C6, citations regarding ethnic bias in stroke mortality. Both evaluations find this SUPPORTED. OpenEval notes convergent evidence from three citations; peer reviewers accept background literature providing study context.",1.0,14.0,1,elife-94088,v1
CMP23,R4,R11,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Agreement on claims C7-C12, citations to Schmidt et al. 2014. Both evaluations find these SUPPORTED. OpenEval notes quantitative evidence for comorbidity impact; peer reviewers do not question background citations.",6.0,14.0,6,elife-94088,v1
CMP24,R5,R11,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Agreement on claims C13-C14, citations to Gallacher et al. 2018. Both evaluations find these SUPPORTED. OpenEval notes evidence for cumulative multimorbidity effect; peer reviewers accept background citations.",2.0,14.0,2,elife-94088,v1
CMP25,R9,R2,SUPPORTED,SUPPORTED,MINOR,MAJOR,agree,"Partial agreement on claim C26 regarding type 2 diabetes incidence increase. OpenEval rates SUPPORTED with specific values and uncertainty intervals. Peer reviewers include C26 in temporal analysis rated UNCERTAIN, suggesting possible lack of formal statistical testing.",1.0,7.0,1,elife-94088,v1
CMP26,R10,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Partial agreement on claim C29 regarding prevalence rankings. OpenEval rates SUPPORTED based on prevalence rate ranking analysis. Peer reviewers include C29 in temporal analysis rated UNCERTAIN, though this claim is about ranking rather than temporal trends.",3.0,7.0,1,elife-94088,v1
CMP1,R1,R1,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong agreement on NRPE1 enrichment in heterochromatin (C9, C52, C54-C61, C63). Both recognize this as a key contribution with high-quality ChIP-seq data. OpenEval additionally evaluates claims about H1's direct antagonism (C7, C62, C64, C65) not explicitly mentioned in peer review.",15.0,11.0,11,elife-89353,v1
CMP2,R2,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Complete agreement on DNase I accessibility data and correlation with NRPE1 enrichment (C10, C11, C66, C68). Both accept the mechanistic interpretation that H1 affects chromatin compaction. OpenEval evaluates H3K9me2 data (C67) not explicitly mentioned by peer reviewers.",5.0,4.0,4,elife-89353,v1
CMP3,R3,R3,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong agreement on hierarchical relationship between H1 and RdDM (C12, C13, C69-C71, C74-C76, C111). Peer Reviewer 2 explicitly praises the ZF-DMS3 experiment showing H1 occupancy is unaffected by ectopic NRPE1 recruitment, confirming non-reciprocal restriction.",11.0,9.0,9,elife-89353,v1
CMP4,R4,R4,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Agreement on RdDM-independent symmetric methylation gains (C14, C15, C78, C80). Both note the data is solid but acknowledge limited mechanistic insight. Peer review also references DMR analysis (C89, C90) that OpenEval evaluates separately in R6.",5.0,6.0,4,elife-89353,v1
CMP5,R5,R10,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Agreement on CHG methylation rescue in h1/nrpe1 double mutant (C85-C87). Both accept this genetic epistasis as evidence for pathway compensation. OpenEval evaluates additional claims about euchromatic TEs and CMT3 speculation (C82-C84, C88) not mentioned in peer review.",7.0,3.0,3,elife-89353,v1
CMP6,R6,R4,SUPPORTED,SUPPORTED,MINOR,MAJOR,agree,"Partial overlap on DMR analysis (C89, C90). OpenEval evaluates clustering analysis and ddm1 comparisons (C91-C94) as supported, while peer review focuses on the symmetric methylation changes and notes limited mechanistic insight.",6.0,6.0,2,elife-89353,v1
CMP7,R7,R5,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"Disagreement on strength of evidence. OpenEval finds CHH methylation at NRPE1 gain regions (C16, C95-C98) supported by data. Peer Reviewer 1 identifies this as a key weakness, noting lack of direct Pol V transcript detection and only indirect evidence via NRPE1-dependent methylation.",5.0,4.0,2,elife-89353,v1
CMP8,R7,R6,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Agreement on methylation changes at NRPE1 loss regions (C16, C97, C98). Both accept the data showing methylation decreases where NRPE1 is depleted, with no concerns raised about this aspect of the findings.",5.0,3.0,3,elife-89353,v1
CMP9,R8,R7,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Agreement on SUVH1 redistribution (C18, C102). Both acknowledge the ChIP-seq data showing SUVH1 enrichment mirrors NRPE1 patterns. Both note limitations: OpenEval mentions potential transgene expression effects, peer review notes limited mechanistic insight.",5.0,2.0,2,elife-89353,v1
CMP10,R9,R8,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Complete agreement on H3K27me3 redistribution analysis (C19, C103-C106). Both accept the reanalysis of published data showing statistically significant overlap between H3K27me3 changes and NRPE1 redistribution, supporting H1's role in modulating multiple pathways.",5.0,5.0,5,elife-89353,v1
CMP11,R10,R9,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Agreement on overarching model (C20, C53, C107). Both accept that H1 restricts multiple epigenetic pathways including RdDM. Editor calls it 'important,' peer reviewers find hypothesis 'strong and reasonable,' though both note limited mechanistic details for some aspects.",9.0,3.0,3,elife-89353,v1
CMP12,R11,,SUPPORTED,,MINOR,,disjoint,"OpenEval evaluates extensive background literature claims (C1-C6, C21-C51) as appropriately cited established knowledge. Peer reviewers do not explicitly evaluate these contextual claims.",37.0,,0,elife-89353,v1
CMP13,R12,,SUPPORTED,,MINOR,,disjoint,"OpenEval evaluates additional background literature claims (C77, C118-C119, C121-C122, C124, C126-C129) as appropriately cited. Peer reviewers do not explicitly assess these contextual claims.",10.0,,0,elife-89353,v1
CMP14,R13,,UNCERTAIN,,MINOR,,disjoint,"OpenEval identifies speculative mechanistic claims (C112-C116, C125) as uncertain but appropriately qualified for Discussion. Peer reviewers do not explicitly evaluate these speculative hypotheses about H1 mechanisms.",6.0,,0,elife-89353,v1
CMP1,R1,R1,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect agreement on claims C4, C27, C28 regarding Arp2/3 requirement for contraction. Both evaluations find the evidence compelling and well-supported, with peer reviewers describing experiments as 'technically excellent' and OpenEval noting the rigorous temporal control design.",3.0,3.0,3,elife-87833,v1
CMP2,R2,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect agreement on claims C6, C29-C32 regarding N-WASP specificity versus WASP. Both evaluations strongly support the differential roles, with peer reviewers confirming the authors 'prove their claims' and OpenEval highlighting the convergent evidence from multiple independent approaches.",5.0,5.0,5,elife-87833,v1
CMP3,R3,R3,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong agreement on inner F-actin foci characterization (C33-C41), though OpenEval also evaluates C5 which is not explicitly mentioned in peer review. Both find the evidence well-supported, with peer reviewers accepting the link between contraction and actin foci, and OpenEval emphasizing the quantitative temporal correlation.",10.0,9.0,9,elife-87833,v1
CMP4,R4,R4,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect agreement on claims C42-C48 regarding actin foci origin and dynamics. Both evaluations accept the kymograph analysis and centripetal movement findings without methodological concerns, with peer reviewers confirming the data support foci formation from lamellipodia.",7.0,7.0,7,elife-87833,v1
CMP5,R5,R5,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect agreement on claims C49-C55 regarding dynamic properties of actin foci. Both evaluations support the quantitative measurements of lifetime and speed, with peer reviewers praising the thorough image analysis and OpenEval highlighting the rigorous paired analysis design.",7.0,7.0,7,elife-87833,v1
CMP6,R6,R6,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong agreement on NMII recruitment and organization (C56-C63), though OpenEval also evaluates C7 not explicitly mentioned in peer review. Both find evidence supported, with peer reviewers noting new data added in revision addresses coordination between N-WASP and NMII, and OpenEval noting the WKO result requires further investigation.",9.0,8.0,8,elife-87833,v1
CMP7,R7,R7,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect agreement on claims C64-C65 regarding blebbistatin experiments and NMII motor activity. Both evaluations accept this evidence, with peer reviewers explicitly mentioning this as important new data added in revision, and OpenEval emphasizing the mechanistic insight provided.",2.0,2.0,2,elife-87833,v1
CMP8,R8,R8,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect agreement on claims C8, C66-C71 regarding BCR density increases during contraction. Both evaluations support the findings, with peer reviewers describing the proposal as 'provocative' (acknowledging novelty), and OpenEval confirming the quantitative analysis methodology is appropriate.",7.0,7.0,7,elife-87833,v1
CMP9,R9,R9,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect agreement on claims C9, C72-C80 regarding the inverse relationship between BCR density and phosphorylation. Both evaluations accept the biphasic relationship findings, with peer reviewers noting it contrasts with other receptor models, and OpenEval emphasizing the rigorous statistical analysis.",10.0,10.0,10,elife-87833,v1
CMP10,R10,R10,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect agreement on claims C10, C12, C81-C90 regarding Syk dissociation at high BCR densities. Both evaluations support the findings, with peer reviewers confirming the demonstration of Syk disassembly and signal attenuation, and OpenEval noting the mechanism remains somewhat speculative.",12.0,12.0,12,elife-87833,v1
CMP11,R11,R11,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect agreement on claims C11, C13, C91-C98 regarding SHIP-1 dissociation. Both evaluations accept that SHIP-1 dissociates more readily than Syk, with peer reviewers explicitly confirming both kinases and phosphatases are pushed out, and OpenEval noting this challenges existing sequential recruitment models.",10.0,10.0,10,elife-87833,v1
